altruistic_probability,selfish_probability,cost_of_altruism,benefit_from_altruism,disease,harshness,ticks_mean,ticks_std,altruists_mean,altruists_std,selfish_mean,selfish_std,void_mean,void_std,max_pink_mean,max_pink_std,max_green_mean,max_green_std,max_black_mean,max_black_std
0.26,0.26,0.0,0.0,0.0,0.0,4544.4,4135.3,784.8,843.8,896.2,843.8,0.0,0.0,1308.3,378.3,1387.3,382.8,41.7,4.8
0.26,0.26,0.0,0.0,0.0,0.25,7615.6,4129.3,879.9,852.6,801.1,852.6,0.0,0.0,1520.6,204.2,1488.1,243.7,402.0,22.5
0.26,0.26,0.0,0.0,0.0,0.5,4878.0,3165.6,672.4,868.1,1008.6,868.1,0.0,0.0,1378.3,354.9,1497.4,291.2,585.6,28.5
0.26,0.26,0.0,0.0,0.0,0.75,5792.4,4895.9,1008.6,868.1,672.4,868.1,0.0,0.0,1547.3,190.3,1355.0,385.9,710.6,25.5
0.26,0.26,0.0,0.0,0.0,1.0,2878.9,4322.6,194.6,507.6,636.0,548.8,850.4,557.0,768.0,334.7,983.9,427.5,1184.1,260.8
0.26,0.26,0.0,0.0,0.25,0.0,3467.5,1638.2,960.1,826.3,637.4,822.9,83.5,9.5,1416.8,280.6,1220.4,351.3,203.8,14.6
0.26,0.26,0.0,0.0,0.25,0.25,5107.0,4651.5,686.7,777.0,872.2,772.7,122.1,10.8,1249.5,327.4,1312.8,310.2,483.9,19.9
0.26,0.26,0.0,0.0,0.25,0.5,2909.3,1535.1,1044.1,720.6,444.6,715.9,192.3,14.0,1337.4,291.7,1197.1,307.0,645.6,20.9
0.26,0.26,0.0,0.0,0.25,0.75,3614.5,2054.0,494.5,638.6,742.5,639.4,444.0,28.2,982.9,277.2,1149.0,251.1,779.2,23.6
0.26,0.26,0.0,0.0,0.25,1.0,78.1,13.0,5.8,10.0,8.6,10.1,1666.6,9.5,413.5,17.0,419.9,29.0,1667.7,8.9
0.26,0.26,0.0,0.0,0.5,0.0,3182.4,1949.0,910.0,783.2,600.8,775.7,170.2,12.0,1329.4,260.2,1252.9,278.8,346.2,24.4
0.26,0.26,0.0,0.0,0.5,0.25,3845.4,2974.5,711.8,750.3,720.3,759.3,248.9,14.1,1260.4,287.3,1195.3,317.8,573.4,18.8
0.26,0.26,0.0,0.0,0.5,0.5,4501.8,2238.7,511.2,660.0,763.9,657.8,405.9,22.9,1131.2,206.7,1147.2,253.3,701.6,18.7
0.26,0.26,0.0,0.0,0.5,0.75,3449.4,2640.0,402.4,348.7,273.7,354.8,1004.9,52.2,688.1,153.8,666.8,122.5,1145.5,49.8
0.26,0.26,0.0,0.0,0.5,1.0,54.1,9.3,0.4,1.0,3.7,4.8,1676.9,4.6,406.1,25.9,394.9,31.7,1677.0,4.5
0.26,0.26,0.0,0.0,0.75,0.0,3604.0,1458.3,707.2,745.5,709.3,747.7,264.5,10.5,1211.9,302.7,1138.6,323.7,429.8,22.4
0.26,0.26,0.0,0.0,0.75,0.25,3049.2,1561.3,519.1,670.2,776.7,668.7,385.2,17.6,999.3,311.6,1190.0,213.5,634.4,19.5
0.26,0.26,0.0,0.0,0.75,0.5,3379.6,2571.9,538.8,568.5,527.5,556.2,614.7,30.7,876.8,258.1,981.9,168.3,765.3,29.3
0.26,0.26,0.0,0.0,0.75,0.75,295.7,150.7,25.5,31.9,12.2,18.9,1643.3,26.1,412.6,27.4,422.1,18.5,1652.7,17.5
0.26,0.26,0.0,0.0,0.75,1.0,31.2,3.4,1.6,2.1,4.0,7.6,1675.4,6.9,382.8,22.8,379.1,19.0,1675.4,6.9
0.26,0.26,0.0,0.0,1.0,0.0,3370.3,1590.3,792.8,682.5,532.8,687.9,355.4,17.2,1195.5,249.3,1092.0,298.3,534.8,24.7
0.26,0.26,0.0,0.0,1.0,0.25,3557.8,2998.3,340.0,547.7,817.4,564.2,523.6,26.8,878.6,261.9,1120.4,195.3,699.5,32.1
0.26,0.26,0.0,0.0,1.0,0.5,2704.9,2215.3,660.5,349.4,158.0,333.1,862.5,33.3,787.1,154.3,661.2,186.3,984.4,23.2
0.26,0.26,0.0,0.0,1.0,0.75,71.2,18.6,8.4,12.7,10.2,15.9,1662.4,14.9,398.9,16.7,405.2,18.4,1664.1,12.9
0.26,0.26,0.0,0.0,1.0,1.0,27.5,3.6,0.9,2.2,2.8,4.4,1677.3,4.3,367.3,14.7,378.6,13.8,1677.3,4.3
0.26,0.26,0.0,0.25,0.0,0.0,188.1,25.5,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,846.8,53.7,40.8,8.3
0.26,0.26,0.0,0.25,0.0,0.25,233.4,55.8,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,828.1,48.4,362.4,15.7
0.26,0.26,0.0,0.25,0.0,0.5,230.6,62.2,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,778.0,62.3,558.0,23.7
0.26,0.26,0.0,0.25,0.0,0.75,226.4,43.4,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,690.3,46.5,697.4,30.8
0.26,0.26,0.0,0.25,0.0,1.0,203.1,31.2,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,476.7,27.2,778.4,24.6
0.26,0.26,0.0,0.25,0.25,0.0,214.2,49.5,1615.1,6.9,0.0,0.0,65.9,6.9,1623.7,3.4,787.7,32.7,203.7,13.4
0.26,0.26,0.0,0.25,0.25,0.25,191.7,25.8,1589.9,9.3,0.0,0.0,91.1,9.3,1602.8,6.7,727.9,48.9,468.1,28.7
0.26,0.26,0.0,0.25,0.25,0.5,213.0,49.4,1548.8,7.4,0.0,0.0,132.2,7.4,1563.4,7.6,693.0,44.4,636.3,15.7
0.26,0.26,0.0,0.25,0.25,0.75,201.3,50.6,1452.3,21.1,0.0,0.0,228.7,21.1,1486.8,16.1,544.1,39.9,743.8,26.5
0.26,0.26,0.0,0.25,0.25,1.0,103.1,22.5,482.4,96.2,0.0,0.0,1198.6,96.2,566.4,72.1,428.8,15.3,1247.8,92.4
0.26,0.26,0.0,0.25,0.5,0.0,237.8,78.1,1544.8,14.5,0.0,0.0,136.2,14.5,1558.2,4.6,753.6,29.0,328.1,13.5
0.26,0.26,0.0,0.25,0.5,0.25,215.6,52.6,1500.9,12.5,0.0,0.0,180.1,12.5,1513.1,7.5,705.9,43.4,538.3,24.4
0.26,0.26,0.0,0.25,0.5,0.5,201.0,53.3,1407.1,8.6,0.0,0.0,273.9,8.6,1424.8,10.3,600.5,42.9,676.9,35.2
0.26,0.26,0.0,0.25,0.5,0.75,153.9,23.1,1171.2,22.5,0.0,0.0,509.8,22.5,1217.3,15.1,462.5,27.0,801.1,26.6
0.26,0.26,0.0,0.25,0.5,1.0,60.5,19.1,52.4,34.5,0.0,0.0,1628.6,34.5,420.1,31.0,410.3,17.1,1633.7,32.9
0.26,0.26,0.0,0.25,0.75,0.0,218.7,65.3,1469.8,13.2,0.0,0.0,211.2,13.2,1491.4,5.8,703.8,48.8,428.7,21.4
0.26,0.26,0.0,0.25,0.75,0.25,203.2,36.3,1391.6,14.5,0.0,0.0,289.4,14.5,1416.2,7.8,621.5,51.6,616.0,32.7
0.26,0.26,0.0,0.25,0.75,0.5,210.1,49.8,1251.0,23.2,0.0,0.0,430.0,23.2,1285.4,12.9,502.6,23.0,742.4,22.5
0.26,0.26,0.0,0.25,0.75,0.75,173.4,51.7,741.3,29.9,0.0,0.0,939.7,29.9,820.4,46.6,429.2,19.7,1098.8,41.7
0.26,0.26,0.0,0.25,0.75,1.0,43.8,9.6,18.1,14.2,0.2,0.6,1662.7,13.9,396.2,22.4,386.1,25.1,1663.5,13.6
0.26,0.26,0.0,0.25,1.0,0.0,216.1,46.4,1386.3,14.4,0.0,0.0,294.7,14.4,1408.4,10.5,648.9,21.8,498.8,13.9
0.26,0.26,0.0,0.25,1.0,0.25,214.8,52.0,1293.3,12.9,0.0,0.0,387.7,12.9,1316.7,8.3,560.8,59.5,669.6,15.7
0.26,0.26,0.0,0.25,1.0,0.5,185.5,50.9,1073.0,20.2,0.0,0.0,608.0,20.2,1106.1,20.4,449.8,23.8,788.0,23.5
0.26,0.26,0.0,0.25,1.0,0.75,81.9,25.2,247.0,64.2,0.0,0.0,1434.0,64.2,424.6,16.2,389.9,25.5,1470.2,63.7
0.26,0.26,0.0,0.25,1.0,1.0,28.8,3.1,11.6,10.6,0.4,0.8,1669.0,10.2,382.3,15.6,371.1,13.8,1669.2,10.1
0.26,0.26,0.0,0.5,0.0,0.0,139.1,25.5,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,807.4,26.8,41.4,9.4
0.26,0.26,0.0,0.5,0.0,0.25,134.8,18.5,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,761.1,31.8,362.3,35.3
0.26,0.26,0.0,0.5,0.0,0.5,132.2,18.9,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,722.2,31.5,546.4,16.8
0.26,0.26,0.0,0.5,0.0,0.75,127.1,17.1,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,644.7,63.1,659.3,31.4
0.26,0.26,0.0,0.5,0.0,1.0,142.7,22.9,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,484.4,35.9,765.6,18.1
0.26,0.26,0.0,0.5,0.25,0.0,145.7,41.9,1625.2,6.8,0.0,0.0,55.8,6.8,1631.6,4.8,768.7,21.8,191.0,13.7
0.26,0.26,0.0,0.5,0.25,0.25,121.6,29.1,1606.7,9.8,0.0,0.0,74.3,9.8,1621.1,6.1,736.2,36.3,453.4,18.1
0.26,0.26,0.0,0.5,0.25,0.5,136.5,16.4,1582.5,12.0,0.0,0.0,98.5,12.0,1596.5,5.8,674.9,32.9,620.5,18.3
0.26,0.26,0.0,0.5,0.25,0.75,122.6,27.4,1535.1,13.4,0.0,0.0,145.9,13.4,1551.3,6.3,567.7,61.0,717.2,22.4
0.26,0.26,0.0,0.5,0.25,1.0,102.1,31.9,1377.0,21.5,0.0,0.0,304.0,21.5,1420.2,36.0,425.8,28.1,822.4,33.9
0.26,0.26,0.0,0.5,0.5,0.0,121.6,29.8,1565.5,7.0,0.0,0.0,115.5,7.0,1576.1,5.2,726.0,29.0,314.2,21.7
0.26,0.26,0.0,0.5,0.5,0.25,148.2,23.2,1527.3,10.7,0.0,0.0,153.7,10.7,1547.7,4.7,669.3,25.0,535.9,17.0
0.26,0.26,0.0,0.5,0.5,0.5,119.8,15.8,1473.8,15.8,0.0,0.0,207.2,15.8,1498.6,11.7,581.1,15.2,669.4,25.5
0.26,0.26,0.0,0.5,0.5,0.75,102.5,19.5,1373.1,27.3,0.0,0.0,307.9,27.3,1400.9,18.0,467.0,23.7,764.4,33.4
0.26,0.26,0.0,0.5,0.5,1.0,56.3,10.0,515.5,63.0,0.0,0.0,1165.5,63.0,552.7,63.5,413.7,17.4,1206.1,55.7
0.26,0.26,0.0,0.5,0.75,0.0,124.8,24.6,1503.8,15.3,0.0,0.0,177.2,15.3,1520.8,4.5,681.0,26.9,415.2,20.4
0.26,0.26,0.0,0.5,0.75,0.25,123.9,20.0,1443.8,20.0,0.0,0.0,237.2,20.0,1471.9,10.0,618.4,42.8,590.4,21.1
0.26,0.26,0.0,0.5,0.75,0.5,118.1,31.9,1366.8,13.8,0.0,0.0,314.2,13.8,1388.1,9.6,511.8,27.3,717.0,28.2
0.26,0.26,0.0,0.5,0.75,0.75,96.8,8.3,1140.6,35.9,0.0,0.0,540.4,35.9,1185.8,20.9,426.5,24.2,836.0,22.7
0.26,0.26,0.0,0.5,0.75,1.0,45.5,13.1,126.1,48.3,0.0,0.0,1554.9,48.3,429.0,20.3,388.9,26.9,1560.6,47.3
0.26,0.26,0.0,0.5,1.0,0.0,113.8,31.5,1439.2,9.0,0.0,0.0,241.8,9.0,1454.2,7.9,629.2,34.6,486.6,20.1
0.26,0.26,0.0,0.5,1.0,0.25,109.9,19.9,1370.7,13.5,0.0,0.0,310.3,13.5,1391.7,9.4,558.4,45.1,659.0,23.1
0.26,0.26,0.0,0.5,1.0,0.5,102.6,18.4,1211.0,22.7,0.0,0.0,470.0,22.7,1251.4,9.7,459.7,36.6,768.3,33.0
0.26,0.26,0.0,0.5,1.0,0.75,70.5,10.7,788.8,65.2,0.0,0.0,892.2,65.2,806.9,55.2,414.4,29.6,1105.9,42.2
0.26,0.26,0.0,0.5,1.0,1.0,29.9,6.8,50.1,23.6,0.0,0.0,1630.9,23.6,401.1,16.4,375.6,24.7,1631.1,23.8
0.26,0.26,0.0,0.75,0.0,0.0,105.7,19.6,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,806.8,26.8,45.0,9.1
0.26,0.26,0.0,0.75,0.0,0.25,115.1,26.6,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,732.5,31.4,350.7,23.1
0.26,0.26,0.0,0.75,0.0,0.5,113.0,29.4,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,707.6,50.2,543.6,19.3
0.26,0.26,0.0,0.75,0.0,0.75,99.1,23.2,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,617.5,45.0,645.6,24.8
0.26,0.26,0.0,0.75,0.0,1.0,109.9,21.6,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,482.9,33.0,758.3,17.2
0.26,0.26,0.0,0.75,0.25,0.0,100.2,24.0,1631.5,8.9,0.0,0.0,49.5,8.9,1638.9,5.1,759.7,31.9,186.9,5.1
0.26,0.26,0.0,0.75,0.25,0.25,101.1,21.2,1619.0,7.5,0.0,0.0,62.0,7.5,1631.9,7.0,711.5,35.2,430.1,16.2
0.26,0.26,0.0,0.75,0.25,0.5,92.0,17.4,1605.5,9.6,0.0,0.0,75.5,9.6,1615.7,4.6,611.5,57.3,584.1,42.0
0.26,0.26,0.0,0.75,0.25,0.75,102.4,21.6,1580.3,8.9,0.0,0.0,100.7,8.9,1590.0,6.3,523.9,37.3,693.8,23.7
0.26,0.26,0.0,0.75,0.25,1.0,95.3,25.4,1513.9,10.4,0.0,0.0,167.1,10.4,1536.0,12.5,448.2,27.9,786.1,26.5
0.26,0.26,0.0,0.75,0.5,0.0,91.4,7.6,1579.5,8.9,0.0,0.0,101.5,8.9,1593.1,3.4,717.7,28.8,303.5,20.9
0.26,0.26,0.0,0.75,0.5,0.25,102.3,24.9,1557.3,4.8,0.0,0.0,123.7,4.8,1574.7,6.8,659.4,37.2,517.4,18.5
0.26,0.26,0.0,0.75,0.5,0.5,94.4,22.7,1524.0,11.6,0.0,0.0,157.0,11.6,1536.3,7.4,572.0,31.1,647.8,16.9
0.26,0.26,0.0,0.75,0.5,0.75,86.7,14.6,1461.9,10.5,0.0,0.0,219.1,10.5,1483.1,16.0,480.3,30.7,753.9,28.0
0.26,0.26,0.0,0.75,0.5,1.0,62.5,16.1,1265.0,38.8,0.0,0.0,416.0,38.8,1281.5,48.8,418.4,24.0,891.4,40.0
0.26,0.26,0.0,0.75,0.75,0.0,92.9,19.4,1525.5,9.9,0.0,0.0,155.5,9.9,1540.4,5.5,688.4,18.1,391.7,20.2
0.26,0.26,0.0,0.75,0.75,0.25,89.3,15.8,1490.3,11.7,0.0,0.0,190.7,11.7,1507.4,6.5,595.9,20.8,567.3,26.0
0.26,0.26,0.0,0.75,0.75,0.5,83.2,16.7,1432.4,12.3,0.0,0.0,248.6,12.3,1451.5,13.1,502.2,40.9,692.9,32.2
0.26,0.26,0.0,0.75,0.75,0.75,78.8,10.2,1314.8,29.5,0.0,0.0,366.2,29.5,1348.0,11.9,439.0,22.6,781.7,25.3
0.26,0.26,0.0,0.75,0.75,1.0,49.3,7.6,665.4,116.0,0.0,0.0,1015.6,116.0,672.8,115.5,392.0,16.6,1159.1,73.9
0.26,0.26,0.0,0.75,1.0,0.0,92.0,18.2,1470.8,12.1,0.0,0.0,210.2,12.1,1489.7,6.6,663.2,34.5,475.6,22.3
0.26,0.26,0.0,0.75,1.0,0.25,100.8,18.7,1419.1,9.6,0.0,0.0,261.9,9.6,1444.3,6.2,564.5,43.7,624.2,25.0
0.26,0.26,0.0,0.75,1.0,0.5,86.5,10.5,1322.3,19.9,0.0,0.0,358.7,19.9,1353.9,12.9,477.6,26.3,732.0,22.5
0.26,0.26,0.0,0.75,1.0,0.75,65.6,11.0,1125.4,23.8,0.0,0.0,555.6,23.8,1154.8,36.1,408.2,16.9,891.2,40.9
0.26,0.26,0.0,0.75,1.0,1.0,34.5,9.3,222.3,36.4,0.0,0.0,1458.7,36.4,416.8,20.2,376.7,26.4,1462.1,33.7
0.26,0.26,0.0,1.0,0.0,0.0,91.6,32.4,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,804.9,19.8,46.0,10.6
0.26,0.26,0.0,1.0,0.0,0.25,89.2,15.0,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,751.3,36.9,329.0,22.8
0.26,0.26,0.0,1.0,0.0,0.5,86.0,12.6,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,688.9,44.8,509.8,13.0
0.26,0.26,0.0,1.0,0.0,0.75,100.6,18.5,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,600.5,58.0,637.8,31.6
0.26,0.26,0.0,1.0,0.0,1.0,87.6,16.3,1681.0,0.0,0.0,0.0,0.0,0.0,1681.0,0.0,504.9,30.7,730.8,28.2
0.26,0.26,0.0,1.0,0.25,0.0,87.8,22.7,1640.4,7.2,0.0,0.0,40.6,7.2,1643.9,3.7,762.1,41.1,183.8,17.9
0.26,0.26,0.0,1.0,0.25,0.25,85.9,17.6,1628.4,6.2,0.0,0.0,52.6,6.2,1637.5,5.3,684.5,41.2,433.1,20.6
0.26,0.26,0.0,1.0,0.25,0.5,89.5,20.9,1616.3,7.5,0.0,0.0,64.7,7.5,1626.5,4.1,628.6,34.2,565.9,20.3
0.26,0.26,0.0,1.0,0.25,0.75,80.8,18.8,1602.8,7.5,0.0,0.0,78.2,7.5,1611.0,7.2,526.7,27.8,668.6,19.8
0.26,0.26,0.0,1.0,0.25,1.0,79.2,19.9,1569.4,10.2,0.0,0.0,111.6,10.2,1584.7,13.9,423.7,25.6,783.2,23.3
0.26,0.26,0.0,1.0,0.5,0.0,84.7,18.0,1594.8,8.1,0.0,0.0,86.2,8.1,1607.1,4.4,704.0,33.4,289.4,12.7
0.26,0.26,0.0,1.0,0.5,0.25,80.6,13.7,1580.0,6.2,0.0,0.0,101.0,6.2,1589.3,4.5,629.0,22.9,484.0,18.5
0.26,0.26,0.0,1.0,0.5,0.5,83.2,17.0,1542.5,12.8,0.0,0.0,138.5,12.8,1564.2,9.3,561.5,40.6,633.7,17.4
0.26,0.26,0.0,1.0,0.5,0.75,71.8,12.4,1505.2,11.8,0.0,0.0,175.8,11.8,1525.6,10.3,465.2,21.8,730.8,23.2
0.26,0.26,0.0,1.0,0.5,1.0,64.6,14.6,1426.2,21.2,0.0,0.0,254.8,21.2,1440.7,16.4,418.0,20.1,807.1,22.9
0.26,0.26,0.0,1.0,0.75,0.0,87.9,23.4,1543.6,14.9,0.0,0.0,137.4,14.9,1564.0,5.2,660.8,22.8,389.5,13.9
0.26,0.26,0.0,1.0,0.75,0.25,74.8,9.3,1520.4,12.2,0.0,0.0,160.6,12.2,1537.4,3.3,606.2,35.6,546.9,25.4
0.26,0.26,0.0,1.0,0.75,0.5,69.0,12.3,1478.6,12.5,0.0,0.0,202.4,12.5,1496.1,8.1,524.9,30.2,673.1,24.4
0.26,0.26,0.0,1.0,0.75,0.75,68.0,19.3,1398.6,21.9,0.0,0.0,282.4,21.9,1424.6,15.0,440.2,20.7,761.4,29.0
0.26,0.26,0.0,1.0,0.75,1.0,61.3,21.0,1211.6,49.4,0.0,0.0,469.4,49.4,1230.8,45.8,407.1,24.3,940.2,47.6
0.26,0.26,0.0,1.0,1.0,0.0,92.6,14.3,1500.8,12.0,0.0,0.0,180.2,12.0,1513.9,7.3,639.5,35.0,457.7,29.4
0.26,0.26,0.0,1.0,1.0,0.25,87.7,19.3,1464.4,14.8,0.0,0.0,216.6,14.8,1482.4,8.2,575.9,28.2,602.0,23.4
0.26,0.26,0.0,1.0,1.0,0.5,63.4,9.1,1395.8,13.9,0.0,0.0,285.2,13.9,1418.0,16.1,480.1,20.7,734.7,19.7
0.26,0.26,0.0,1.0,1.0,0.75,66.3,10.1,1277.2,28.7,0.0,0.0,403.8,28.7,1309.2,19.2,412.0,23.0,802.6,29.1
0.26,0.26,0.0,1.0,1.0,1.0,38.5,6.8,696.2,128.9,0.0,0.0,984.8,128.9,706.4,115.6,393.0,25.7,1154.1,63.6
0.26,0.26,0.25,0.0,0.0,0.0,32.8,4.6,0.0,0.0,1681.0,0.0,0.0,0.0,748.7,41.5,1681.0,0.0,41.5,11.5
0.26,0.26,0.25,0.0,0.0,0.25,34.2,6.1,0.0,0.0,1681.0,0.0,0.0,0.0,593.3,31.4,1681.0,0.0,418.9,19.8
0.26,0.26,0.25,0.0,0.0,0.5,35.7,4.2,0.0,0.0,1681.0,0.0,0.0,0.0,490.9,22.3,1681.0,0.0,625.4,26.8
0.26,0.26,0.25,0.0,0.0,0.75,33.4,4.1,0.0,0.0,1671.7,10.2,9.3,10.2,408.7,15.0,1671.9,10.1,762.8,18.4
0.26,0.26,0.25,0.0,0.0,1.0,32.0,8.4,0.0,0.0,582.1,70.9,1098.9,70.9,375.8,25.4,639.4,62.5,1118.5,70.8
0.26,0.26,0.25,0.0,0.25,0.0,38.0,10.0,0.0,0.0,1594.7,10.2,86.3,10.2,661.1,22.0,1604.0,8.6,231.4,16.4
0.26,0.26,0.25,0.0,0.25,0.25,37.8,5.4,0.0,0.0,1558.6,11.4,122.4,11.4,554.0,35.0,1570.8,6.4,525.8,26.8
0.26,0.26,0.25,0.0,0.25,0.5,32.6,2.7,0.0,0.0,1482.7,10.7,198.3,10.7,441.5,22.4,1503.1,10.5,689.4,18.8
0.26,0.26,0.25,0.0,0.25,0.75,35.0,6.1,0.0,0.0,1218.5,29.4,462.5,29.4,380.8,20.0,1226.7,31.8,835.2,49.1
0.26,0.26,0.25,0.0,0.25,1.0,23.4,4.4,0.0,0.0,181.9,64.5,1499.1,64.5,337.7,29.3,454.1,30.6,1503.4,59.6
0.26,0.26,0.25,0.0,0.5,0.0,36.3,10.2,0.0,0.0,1500.5,9.5,180.5,9.5,598.7,17.9,1520.6,6.4,370.0,16.4
0.26,0.26,0.25,0.0,0.5,0.25,40.4,7.3,0.0,0.0,1431.5,17.1,249.5,17.1,476.7,25.8,1452.8,6.7,616.4,25.9
0.26,0.26,0.25,0.0,0.5,0.5,38.5,6.6,0.0,0.0,1263.7,20.9,417.3,20.9,415.5,15.3,1288.1,24.5,744.1,28.5
0.26,0.26,0.25,0.0,0.5,0.75,29.6,3.9,0.0,0.0,667.8,39.4,1013.2,39.4,363.5,18.2,684.2,37.6,1081.4,27.8
0.26,0.26,0.25,0.0,0.5,1.0,21.3,5.0,0.0,0.0,74.4,44.9,1606.6,44.9,329.5,24.4,422.1,23.9,1607.4,44.3
0.26,0.26,0.25,0.0,0.75,0.0,36.7,6.5,0.0,0.0,1425.7,16.7,255.3,16.7,548.1,12.8,1438.2,11.2,483.0,26.7
0.26,0.26,0.25,0.0,0.75,0.25,36.0,4.1,0.0,0.0,1312.5,11.4,368.5,11.4,452.7,17.6,1323.2,17.1,677.9,24.3
0.26,0.26,0.25,0.0,0.75,0.5,34.2,4.6,0.0,0.0,1036.2,32.8,644.8,32.8,391.8,25.9,1068.1,33.8,813.9,29.1
0.26,0.26,0.25,0.0,0.75,0.75,26.4,5.1,0.0,0.0,300.4,38.1,1380.6,38.1,345.5,16.1,450.2,22.3,1392.7,30.1
0.26,0.26,0.25,0.0,0.75,1.0,15.7,1.6,0.0,0.0,53.3,19.2,1627.7,19.2,313.5,22.3,393.2,20.4,1627.7,19.2
0.26,0.26,0.25,0.0,1.0,0.0,36.0,6.7,0.0,0.0,1321.3,22.8,359.7,22.8,505.2,18.9,1345.8,11.4,580.1,22.8
0.26,0.26,0.25,0.0,1.0,0.25,34.4,5.2,0.0,0.0,1170.3,21.7,510.7,21.7,414.2,13.3,1199.0,11.4,761.3,26.2
0.26,0.26,0.25,0.0,1.0,0.5,33.6,7.6,0.0,0.0,790.5,24.7,890.5,24.7,376.3,10.2,810.3,36.7,992.4,21.0
0.26,0.26,0.25,0.0,1.0,0.75,21.5,4.5,0.0,0.0,155.8,46.6,1525.2,46.6,315.5,20.6,416.5,23.6,1527.5,44.7
0.26,0.26,0.25,0.0,1.0,1.0,17.1,3.4,0.0,0.0,25.7,20.7,1655.3,20.7,298.8,20.7,389.8,24.5,1655.5,20.4
0.26,0.26,0.25,0.25,0.0,0.0,47.2,7.6,0.0,0.0,1681.0,0.0,0.0,0.0,762.4,41.4,1681.0,0.0,43.9,5.3
0.26,0.26,0.25,0.25,0.0,0.25,48.2,7.2,0.0,0.0,1681.0,0.0,0.0,0.0,644.9,20.6,1681.0,0.0,419.3,16.7
0.26,0.26,0.25,0.25,0.0,0.5,50.6,10.3,0.0,0.0,1681.0,0.0,0.0,0.0,553.8,38.1,1681.0,0.0,597.6,21.8
0.26,0.26,0.25,0.25,0.0,0.75,50.3,6.4,0.0,0.0,1680.9,0.3,0.1,0.3,434.0,20.1,1680.9,0.3,746.7,17.2
0.26,0.26,0.25,0.25,0.0,1.0,49.9,14.7,0.0,0.0,620.3,92.0,1060.7,92.0,391.0,24.6,692.7,80.3,1094.2,80.4
0.26,0.26,0.25,0.25,0.25,0.0,47.1,6.9,0.0,0.0,1597.5,11.1,83.5,11.1,704.6,36.7,1609.3,4.4,223.9,21.1
0.26,0.26,0.25,0.25,0.25,0.25,52.5,6.9,0.0,0.0,1563.1,14.1,117.9,14.1,592.9,30.7,1575.8,7.5,498.2,28.2
0.26,0.26,0.25,0.25,0.25,0.5,47.3,10.2,0.0,0.0,1482.6,13.0,198.4,13.0,481.7,25.5,1502.2,12.6,668.3,18.6
0.26,0.26,0.25,0.25,0.25,0.75,45.1,7.1,0.0,0.0,1222.7,40.7,458.3,40.7,406.6,25.0,1250.9,35.5,782.8,20.5
0.26,0.26,0.25,0.25,0.25,1.0,31.8,5.2,0.0,0.0,138.4,28.7,1542.6,28.7,371.6,15.1,440.4,20.7,1544.8,27.5
0.26,0.26,0.25,0.25,0.5,0.0,49.6,9.8,0.0,0.0,1498.6,10.5,182.4,10.5,645.3,30.1,1527.9,7.2,364.6,16.3
0.26,0.26,0.25,0.25,0.5,0.25,47.9,4.5,0.0,0.0,1431.8,9.3,249.2,9.3,521.0,28.9,1451.7,10.0,583.4,25.9
0.26,0.26,0.25,0.25,0.5,0.5,44.9,6.8,0.0,0.0,1277.8,21.0,403.2,21.0,426.9,17.8,1291.2,17.5,725.7,16.5
0.26,0.26,0.25,0.25,0.5,0.75,48.6,6.7,0.0,0.0,688.4,69.5,992.6,69.5,379.4,26.3,732.9,44.6,1066.8,25.6
0.26,0.26,0.25,0.25,0.5,1.0,24.2,5.8,0.0,0.0,50.5,31.3,1630.5,31.3,352.9,15.1,423.0,25.3,1631.2,31.2
0.26,0.26,0.25,0.25,0.75,0.0,54.4,15.8,0.0,0.0,1415.5,13.8,265.5,13.8,601.6,39.5,1437.7,5.3,475.5,18.4
0.26,0.26,0.25,0.25,0.75,0.25,49.4,7.7,0.0,0.0,1309.6,17.3,371.4,17.3,479.4,27.9,1330.5,12.8,661.6,22.1
0.26,0.26,0.25,0.25,0.75,0.5,51.4,10.9,0.0,0.0,1051.5,26.3,629.5,26.3,410.1,33.6,1088.6,18.8,778.9,29.2
